datetime_stamp,Machine_Id,Plant_Id,Vibration_Level,Motor_Temperature,Oil_Pressure,Power_Consumption,Throughput,Bearing_Wear_Index
2025-08-11 08:00:00,CR-113,PL-04,5.06,74.76,13.09,497.4,298.01,27.47
2025-08-01 08:00:00,CR-110,PL-03,4.63,72.92,11.1,468.34,295.57,23.06
2025-08-29 22:00:00,CR-119,PL-05,3.83,74.66,12.5,441.6,327.13,20.1
2025-08-20 05:00:00,CR-105,PL-04,3.08,74.9,14.89,449.14,312.54,20.03
2025-08-06 17:00:00,CR-140,PL-02,2.92,79.03,12.02,466.38,260.38,7.27
2025-08-30 16:00:00,CR-129,PL-02,3.98,71.38,13.16,513.43,292.29,28.02
2025-08-01 11:00:00,CR-103,PL-01,2.57,64.92,10.4,526.18,263.47,15.89
2025-08-28 13:00:00,CR-101,PL-01,4.11,72.39,11.69,490.18,280.39,19.43
2025-08-13 20:00:00,CR-149,PL-04,4.59,69.59,12.45,458.9,317.32,15.79
2025-08-03 05:00:00,CR-130,PL-01,3.79,62.65,10.94,419.22,296.49,24.17
2025-08-12 16:00:00,CR-108,PL-01,4.1,65.97,12.99,481.07,310.62,16.74
2025-08-23 08:00:00,CR-109,PL-05,3.47,60.52,11.43,447.85,285.92,13.92
2025-08-19 17:00:00,CR-137,PL-05,4.73,72.54,10.99,422.94,300.27,15.45
2025-08-07 20:00:00,CR-138,PL-02,3.76,79.64,10.97,446.1,329.33,16.75
2025-08-20 04:00:00,CR-142,PL-01,5.24,74.59,13.5,436.84,274.31,15.02
2025-08-15 19:00:00,CR-103,PL-02,3.34,73.98,11.95,438.42,268.37,26.32
2025-08-17 19:00:00,CR-114,PL-05,4.16,75.85,12.67,487.17,308.49,20.05
2025-08-12 06:00:00,CR-140,PL-01,3.36,76.67,12.04,535.89,304.51,15.1
2025-08-03 14:00:00,CR-143,PL-03,4.81,72.49,11.9,440.56,306.22,23.24
2025-08-16 08:00:00,CR-135,PL-01,4.24,66.04,12.65,476.74,342.04,32.87
2025-08-18 11:00:00,CR-143,PL-01,5.17,78.1,11.36,459.08,327.33,16.01
2025-08-30 07:00:00,CR-139,PL-01,1.94,61.72,11.17,484.28,282.1,20.79
2025-08-15 12:00:00,CR-133,PL-04,4.05,62.63,12.49,451.3,282.44,12.27
2025-08-19 19:00:00,CR-118,PL-01,3.51,64.87,10.43,392.46,293.3,20.78
2025-08-08 09:00:00,CR-119,PL-03,4.74,73.6,12.5,452.83,295.29,13.09
2025-08-23 15:00:00,CR-101,PL-01,3.21,72.06,10.84,491.33,326.83,25.08
2025-08-10 11:00:00,CR-105,PL-03,4.99,64.1,11.68,426.76,313.47,7.85
2025-08-08 10:00:00,CR-115,PL-04,2.92,75.2,11.99,477.18,317.1,16.73
2025-08-24 03:00:00,CR-142,PL-01,3.76,64.24,13.32,479.74,273.76,17.72
2025-08-25 11:00:00,CR-132,PL-02,4.25,71.95,11.99,475.49,302.33,16.13
2025-08-06 03:00:00,CR-119,PL-03,3.53,77.0,11.31,473.62,296.59,17.41
2025-08-22 00:00:00,CR-140,PL-02,4.6,72.31,12.59,494.02,332.33,21.05
2025-08-18 18:00:00,CR-126,PL-04,4.58,79.15,10.61,471.11,275.59,19.0
2025-08-01 02:00:00,CR-140,PL-04,19.89,106.54,2.11,671.27,100.01,90.91
2025-08-22 09:00:00,CR-105,PL-05,5.48,69.45,12.07,505.56,275.9,21.94
2025-08-17 05:00:00,CR-106,PL-03,5.09,76.91,12.22,470.38,319.76,13.58
2025-08-25 15:00:00,CR-104,PL-05,3.1,75.91,12.63,426.48,316.14,20.93
2025-08-27 23:00:00,CR-122,PL-02,4.68,71.98,12.35,459.45,292.14,11.31
2025-08-23 05:00:00,CR-137,PL-02,3.38,66.72,11.06,438.9,272.72,9.1
2025-08-19 20:00:00,CR-102,PL-02,3.83,72.27,12.73,466.72,309.13,14.71
2025-08-08 18:00:00,CR-126,PL-05,5.48,69.17,13.41,438.17,324.29,25.69
2025-08-21 06:00:00,CR-130,PL-02,5.24,68.62,11.53,442.06,333.56,26.45
2025-08-27 12:00:00,CR-101,PL-03,5.85,75.81,11.58,497.72,308.17,18.6
2025-08-30 02:00:00,CR-142,PL-02,4.02,68.4,12.22,412.43,268.23,14.41
2025-08-21 23:00:00,CR-105,PL-04,3.39,65.96,11.27,467.99,253.67,20.26
2025-08-17 07:00:00,CR-128,PL-01,3.6,66.32,11.93,491.2,282.21,21.24
2025-08-25 00:00:00,CR-103,PL-05,4.87,71.54,11.56,445.61,296.5,29.61
2025-08-11 10:00:00,CR-128,PL-02,4.49,68.71,13.64,403.63,277.39,10.49
2025-08-23 00:00:00,CR-110,PL-02,4.59,71.19,11.82,483.2,293.75,9.58
2025-08-14 06:00:00,CR-107,PL-05,5.02,75.35,12.35,467.52,311.21,18.24
2025-08-13 20:00:00,CR-107,PL-05,5.31,68.12,13.61,434.5,290.17,23.02
2025-08-11 06:00:00,CR-147,PL-01,3.91,70.2,10.2,481.14,317.84,19.3
2025-08-25 22:00:00,CR-122,PL-01,4.02,69.29,10.35,444.25,282.86,23.29
2025-08-15 05:00:00,CR-103,PL-03,2.97,71.94,12.36,401.1,304.54,19.09
2025-08-14 16:00:00,CR-139,PL-04,3.34,72.62,13.95,444.8,270.2,20.34
2025-08-06 08:00:00,CR-124,PL-02,5.63,68.46,10.73,425.42,288.79,20.27
2025-08-27 18:00:00,CR-147,PL-05,4.53,82.04,12.14,419.2,322.13,12.81
2025-08-19 20:00:00,CR-141,PL-02,3.71,76.89,10.72,483.72,294.75,8.74
2025-08-02 19:00:00,CR-145,PL-05,4.08,74.01,11.65,432.4,297.56,14.26
2025-08-10 19:00:00,CR-103,PL-01,5.03,71.74,12.02,473.91,273.86,17.23
2025-08-24 12:00:00,CR-101,PL-05,5.86,70.67,13.14,424.16,318.77,22.77
2025-08-13 06:00:00,CR-119,PL-01,3.54,70.44,11.5,467.85,306.55,20.23
2025-08-16 10:00:00,CR-105,PL-03,2.72,63.33,11.56,404.35,284.34,15.89
2025-08-29 19:00:00,CR-129,PL-01,3.53,71.64,11.13,405.34,304.94,17.32
2025-08-11 09:00:00,CR-109,PL-05,5.76,72.97,11.02,446.85,273.1,13.9
2025-08-08 17:00:00,CR-126,PL-05,3.47,72.74,12.65,482.54,315.7,15.33
2025-08-10 11:00:00,CR-136,PL-05,4.7,65.84,12.43,430.69,315.95,12.3
2025-08-01 09:00:00,CR-146,PL-01,3.23,64.94,13.38,480.2,291.85,11.29
2025-08-28 06:00:00,CR-133,PL-01,3.58,64.74,11.08,474.39,300.73,16.18
2025-08-17 07:00:00,CR-111,PL-04,5.08,74.09,11.73,438.87,309.07,25.02
2025-08-14 15:00:00,CR-105,PL-02,3.16,75.29,12.43,450.09,302.86,22.41
2025-08-14 13:00:00,CR-116,PL-05,5.62,69.32,12.7,449.65,301.65,24.54
2025-08-14 15:00:00,CR-112,PL-02,4.18,76.32,12.82,442.73,302.22,24.6
2025-08-03 11:00:00,CR-126,PL-05,3.62,68.64,11.42,456.14,284.58,9.46
2025-08-24 04:00:00,CR-141,PL-02,3.97,69.69,13.24,446.97,281.76,16.16
2025-08-04 19:00:00,CR-112,PL-03,2.35,66.26,11.18,438.22,264.76,11.27
2025-08-21 23:00:00,CR-146,PL-03,4.82,58.76,10.21,426.84,302.16,16.09
2025-08-04 17:00:00,CR-140,PL-02,2.66,65.55,10.78,464.6,302.09,10.15
2025-08-30 17:00:00,CR-143,PL-03,3.06,61.74,11.72,460.98,323.81,11.8
2025-08-23 08:00:00,CR-150,PL-01,4.31,70.84,12.68,405.15,329.68,10.81
2025-08-04 21:00:00,CR-130,PL-05,5.12,77.41,12.83,485.56,292.77,13.84
2025-08-06 18:00:00,CR-118,PL-04,3.4,78.02,11.9,465.31,293.67,13.76
2025-08-30 09:00:00,CR-137,PL-03,6.32,61.59,12.2,449.78,286.98,14.93
2025-08-10 21:00:00,CR-110,PL-04,4.15,69.76,11.18,467.36,309.62,18.99
2025-08-28 07:00:00,CR-127,PL-02,5.45,67.58,10.81,430.72,309.75,16.23
2025-08-05 01:00:00,CR-110,PL-03,3.99,76.89,10.88,471.49,308.25,14.93
2025-08-19 03:00:00,CR-141,PL-03,5.46,67.7,12.48,431.53,291.65,16.02
2025-08-27 20:00:00,CR-142,PL-02,4.81,75.97,13.32,474.87,282.54,7.07
2025-08-18 07:00:00,CR-143,PL-01,5.66,69.49,13.51,435.57,289.36,20.26
2025-08-23 22:00:00,CR-103,PL-05,3.06,71.9,11.16,411.08,285.59,20.35
2025-08-14 02:00:00,CR-108,PL-03,2.93,72.79,12.47,492.12,325.91,17.65
2025-08-18 01:00:00,CR-124,PL-01,15.18,119.89,3.27,750.81,117.49,69.63
2025-08-10 08:00:00,CR-108,PL-01,2.27,68.82,12.92,421.94,250.77,23.4
2025-08-16 21:00:00,CR-126,PL-01,3.32,62.53,13.55,435.4,292.04,20.49
2025-08-28 02:00:00,CR-115,PL-02,4.05,76.4,11.51,403.81,298.45,19.62
2025-08-29 06:00:00,CR-138,PL-04,3.94,74.23,12.86,455.7,317.34,15.85
2025-08-04 00:00:00,CR-149,PL-05,3.9,61.57,12.28,404.87,343.26,19.22
2025-08-29 22:00:00,CR-144,PL-04,4.24,73.68,12.14,452.33,288.85,13.95
2025-08-26 06:00:00,CR-106,PL-04,2.86,75.61,10.83,419.22,286.09,19.04
2025-08-05 10:00:00,CR-112,PL-03,4.25,69.21,11.88,476.18,274.17,16.6
2025-08-26 04:00:00,CR-111,PL-02,4.12,66.84,9.96,507.78,319.4,17.39
2025-08-20 10:00:00,CR-114,PL-03,3.57,65.53,11.38,502.08,285.83,18.14
2025-08-27 00:00:00,CR-135,PL-04,5.38,81.82,12.68,521.23,293.78,18.55
2025-08-24 09:00:00,CR-101,PL-03,4.56,64.2,12.76,435.22,321.43,19.65
2025-08-27 11:00:00,CR-142,PL-04,3.33,69.33,12.17,434.95,299.15,6.05
2025-08-30 21:00:00,CR-131,PL-01,1.13,74.36,11.9,432.54,255.33,27.49
2025-08-27 07:00:00,CR-126,PL-02,4.46,69.65,10.64,449.44,348.53,16.94
2025-08-19 03:00:00,CR-130,PL-01,3.8,69.57,11.78,464.83,293.45,15.85
2025-08-21 21:00:00,CR-124,PL-01,4.37,69.16,12.23,486.34,300.84,21.66
2025-08-17 11:00:00,CR-101,PL-05,3.11,76.29,11.94,422.97,334.89,8.97
2025-08-04 04:00:00,CR-110,PL-05,4.29,69.58,13.05,401.06,299.16,15.68
2025-08-09 10:00:00,CR-143,PL-04,15.81,97.79,3.96,799.39,117.49,53.19
2025-08-05 03:00:00,CR-146,PL-05,3.62,63.9,12.16,419.99,256.67,21.05
2025-08-03 07:00:00,CR-134,PL-04,4.52,71.53,14.3,502.38,294.58,15.14
2025-08-28 16:00:00,CR-123,PL-01,2.78,64.59,10.68,456.87,317.2,19.76
2025-08-29 20:00:00,CR-125,PL-02,2.96,77.34,11.43,474.86,315.28,20.23
2025-08-13 12:00:00,CR-130,PL-04,4.42,68.97,13.18,429.46,304.18,10.57
2025-08-06 21:00:00,CR-114,PL-01,2.98,68.93,12.96,407.79,329.63,19.68
2025-08-16 23:00:00,CR-134,PL-04,4.42,68.4,12.4,462.27,310.99,10.32
2025-08-25 00:00:00,CR-147,PL-05,5.47,68.37,13.45,447.22,303.17,22.48
2025-08-03 06:00:00,CR-117,PL-02,3.54,73.59,11.93,454.58,281.77,19.36
2025-08-20 14:00:00,CR-124,PL-05,6.45,65.43,13.02,455.01,270.12,22.78
2025-08-21 11:00:00,CR-103,PL-05,3.99,70.12,10.52,471.66,293.12,17.03
2025-08-08 16:00:00,CR-110,PL-05,4.97,67.13,10.78,451.12,301.04,16.63
2025-08-27 01:00:00,CR-115,PL-04,4.51,71.76,10.85,428.53,303.47,13.55
2025-08-06 10:00:00,CR-127,PL-04,3.76,63.56,13.54,429.1,279.87,15.75
2025-08-16 00:00:00,CR-140,PL-04,3.54,73.72,11.7,482.45,288.86,22.54
2025-08-06 09:00:00,CR-142,PL-02,3.66,62.71,12.55,431.99,298.47,26.59
2025-08-05 06:00:00,CR-149,PL-04,3.84,76.42,13.72,505.47,321.81,11.43
2025-08-29 18:00:00,CR-148,PL-03,3.58,73.28,10.03,415.52,325.6,17.09
2025-08-08 05:00:00,CR-136,PL-05,4.19,70.24,11.61,458.11,330.32,13.51
2025-08-19 16:00:00,CR-112,PL-05,2.38,76.1,11.59,373.02,330.24,15.4
2025-08-25 06:00:00,CR-146,PL-01,4.22,70.65,12.73,480.7,295.73,20.47
2025-08-13 22:00:00,CR-142,PL-01,5.7,71.03,12.09,476.09,311.15,11.71
2025-08-08 14:00:00,CR-105,PL-01,4.58,66.27,12.45,424.01,291.73,21.97
2025-08-26 22:00:00,CR-128,PL-05,3.55,76.05,11.83,382.74,266.84,17.73
2025-08-20 07:00:00,CR-106,PL-03,4.01,70.22,11.85,461.06,322.26,17.26
2025-08-14 17:00:00,CR-132,PL-05,3.31,72.98,12.37,487.96,327.61,16.3
2025-08-21 19:00:00,CR-123,PL-05,4.41,61.07,13.17,477.13,293.02,26.8
2025-08-21 01:00:00,CR-142,PL-05,5.32,67.67,11.36,403.27,307.52,19.21
2025-08-15 03:00:00,CR-128,PL-03,4.95,73.69,10.15,432.41,279.53,19.22
2025-08-17 20:00:00,CR-102,PL-03,3.87,70.58,12.45,424.25,300.75,24.35
2025-08-12 21:00:00,CR-134,PL-01,4.68,74.7,10.86,427.71,340.73,21.08
2025-08-24 12:00:00,CR-115,PL-01,3.87,72.98,12.91,424.86,294.83,30.31
2025-08-23 07:00:00,CR-139,PL-05,3.43,65.45,13.02,468.97,302.48,15.2
2025-08-03 23:00:00,CR-133,PL-04,4.26,75.44,11.71,428.18,306.31,17.21
2025-08-19 16:00:00,CR-148,PL-05,4.63,71.6,11.22,448.69,298.3,17.67
2025-08-08 16:00:00,CR-122,PL-04,4.0,79.2,11.41,479.62,304.54,18.18
2025-08-09 07:00:00,CR-111,PL-02,4.49,67.71,12.2,449.89,315.86,10.65
2025-08-16 14:00:00,CR-101,PL-02,5.48,63.45,11.73,461.36,316.68,27.28
2025-08-05 10:00:00,CR-101,PL-04,3.16,66.94,13.29,457.76,270.27,24.54
2025-08-26 04:00:00,CR-150,PL-03,3.86,76.04,12.07,450.21,287.46,12.13
2025-08-26 02:00:00,CR-125,PL-01,3.32,74.24,11.85,473.83,277.91,15.17
2025-08-13 07:00:00,CR-146,PL-04,4.06,72.45,11.92,441.96,286.26,16.42
